Befolkning,Alder,Alternativ,År
1159552,40-59 år,Lav fruktbarhet (LMM),2096
599876,60-69 år,Lav fruktbarhet (LMM),2096
625262,70-79 år,Lav fruktbarhet (LMM),2096
995920,80 år eller eldre,Lav fruktbarhet (LMM),2096
338324,0-9 år,Lav fruktbarhet (LMM),2097
383063,10-19 år,Lav fruktbarhet (LMM),2097
954592,20-39 år,Lav fruktbarhet (LMM),2097
1152928,40-59 år,Lav fruktbarhet (LMM),2097
598320,60-69 år,Lav fruktbarhet (LMM),2097
616696,70-79 år,Lav fruktbarhet (LMM),2097
998760,80 år eller eldre,Lav fruktbarhet (LMM),2097
337017,0-9 år,Lav fruktbarhet (LMM),2098
380686,10-19 år,Lav fruktbarhet (LMM),2098
951641,20-39 år,Lav fruktbarhet (LMM),2098
1146052,40-59 år,Lav fruktbarhet (LMM),2098
596895,60-69 år,Lav fruktbarhet (LMM),2098
610100,70-79 år,Lav fruktbarhet (LMM),2098
999634,80 år eller eldre,Lav fruktbarhet (LMM),2098
335830,0-9 år,Lav fruktbarhet (LMM),2099
378345,10-19 år,Lav fruktbarhet (LMM),2099
948737,20-39 år,Lav fruktbarhet (LMM),2099
1138987,40-59 år,Lav fruktbarhet (LMM),2099
595635,60-69 år,Lav fruktbarhet (LMM),2099
604636,70-79 år,Lav fruktbarhet (LMM),2099
999294,80 år eller eldre,Lav fruktbarhet (LMM),2099
334750,0-9 år,Lav fruktbarhet (LMM),2100
376067,10-19 år,Lav fruktbarhet (LMM),2100
945829,20-39 år,Lav fruktbarhet (LMM),2100
1131772,40-59 år,Lav fruktbarhet (LMM),2100
594562,60-69 år,Lav fruktbarhet (LMM),2100
599327,70-79 år,Lav fruktbarhet (LMM),2100
998672,80 år eller eldre,Lav fruktbarhet (LMM),2100
587714,0-9 år,Høy fruktbarhet (HMM),2022
647020,10-19 år,Høy fruktbarhet (HMM),2022
1450705,20-39 år,Høy fruktbarhet (HMM),2022
1439092,40-59 år,Høy fruktbarhet (HMM),2022
596118,60-69 år,Høy fruktbarhet (HMM),2022
464328,70-79 år,Høy fruktbarhet (HMM),2022
240293,80 år eller eldre,Høy fruktbarhet (HMM),2022
586742,0-9 år,Høy fruktbarhet (HMM),2023
653111,10-19 år,Høy fruktbarhet (HMM),2023
1464724,20-39 år,Høy fruktbarhet (HMM),2023
1446671,40-59 år,Høy fruktbarhet (HMM),2023
602573,60-69 år,Høy fruktbarhet (HMM),2023
476286,70-79 år,Høy fruktbarhet (HMM),2023
248140,80 år eller eldre,Høy fruktbarhet (HMM),2023
587243,0-9 år,Høy fruktbarhet (HMM),2024
654514,10-19 år,Høy fruktbarhet (HMM),2024
1472337,20-39 år,Høy fruktbarhet (HMM),2024
1450939,40-59 år,Høy fruktbarhet (HMM),2024
609780,60-69 år,Høy fruktbarhet (HMM),2024
486140,70-79 år,Høy fruktbarhet (HMM),2024
258480,80 år eller eldre,Høy fruktbarhet (HMM),2024
587639,0-9 år,Høy fruktbarhet (HMM),2025
653513,10-19 år,Høy fruktbarhet (HMM),2025
1472599,20-39 år,Høy fruktbarhet (HMM),2025
1451407,40-59 år,Høy fruktbarhet (HMM),2025
619023,60-69 år,Høy fruktbarhet (HMM),2025
492151,70-79 år,Høy fruktbarhet (HMM),2025
272910,80 år eller eldre,Høy fruktbarhet (HMM),2025
589024,0-9 år,Høy fruktbarhet (HMM),2026
652105,10-19 år,Høy fruktbarhet (HMM),2026
1472194,20-39 år,Høy fruktbarhet (HMM),2026
1451933,40-59 år,Høy fruktbarhet (HMM),2026
628440,60-69 år,Høy fruktbarhet (HMM),2026
497721,70-79 år,Høy fruktbarhet (HMM),2026
288422,80 år eller eldre,Høy fruktbarhet (HMM),2026
591015,0-9 år,Høy fruktbarhet (HMM),2027
648807,10-19 år,Høy fruktbarhet (HMM),2027
1472624,20-39 år,Høy fruktbarhet (HMM),2027
1452773,40-59 år,Høy fruktbarhet (HMM),2027
637574,60-69 år,Høy fruktbarhet (HMM),2027
499694,70-79 år,Høy fruktbarhet (HMM),2027
308418,80 år eller eldre,Høy fruktbarhet (HMM),2027
596008,0-9 år,Høy fruktbarhet (HMM),2028
643257,10-19 år,Høy fruktbarhet (HMM),2028
1472341,20-39 år,Høy fruktbarhet (HMM),2028
1453914,40-59 år,Høy fruktbarhet (HMM),2028
647842,60-69 år,Høy fruktbarhet (HMM),2028
502665,70-79 år,Høy fruktbarhet (HMM),2028
326168,80 år eller eldre,Høy fruktbarhet (HMM),2028
603028,0-9 år,Høy fruktbarhet (HMM),2029
634320,10-19 år,Høy fruktbarhet (HMM),2029
1471032,20-39 år,Høy fruktbarhet (HMM),2029
1456213,40-59 år,Høy fruktbarhet (HMM),2029
658824,60-69 år,Høy fruktbarhet (HMM),2029
507958,70-79 år,Høy fruktbarhet (HMM),2029
342210,80 år eller eldre,Høy fruktbarhet (HMM),2029
610866,0-9 år,Høy fruktbarhet (HMM),2030
624008,10-19 år,Høy fruktbarhet (HMM),2030
1469793,20-39 år,Høy fruktbarhet (HMM),2030
1458730,40-59 år,Høy fruktbarhet (HMM),2030
669996,60-69 år,Høy fruktbarhet (HMM),2030
514415,70-79 år,Høy fruktbarhet (HMM),2030
356876,80 år eller eldre,Høy fruktbarhet (HMM),2030
620544,0-9 år,Høy fruktbarhet (HMM),2031
613238,10-19 år,Høy fruktbarhet (HMM),2031
1466166,20-39 år,Høy fruktbarhet (HMM),2031
1464048,40-59 år,Høy fruktbarhet (HMM),2031
679727,60-69 år,Høy fruktbarhet (HMM),2031
520893,70-79 år,Høy fruktbarhet (HMM),2031
370713,80 år eller eldre,Høy fruktbarhet (HMM),2031
627419,0-9 år,Høy fruktbarhet (HMM),2032
607376,10-19 år,Høy fruktbarhet (HMM),2032
1461440,20-39 år,Høy fruktbarhet (HMM),2032
1467799,40-59 år,Høy fruktbarhet (HMM),2032
689641,60-69 år,Høy fruktbarhet (HMM),2032
528811,70-79 år,Høy fruktbarhet (HMM),2032
382951,80 år eller eldre,Høy fruktbarhet (HMM),2032
633279,0-9 år,Høy fruktbarhet (HMM),2033
603516,10-19 år,Høy fruktbarhet (HMM),2033
1456967,20-39 år,Høy fruktbarhet (HMM),2033
1470818,40-59 år,Høy fruktbarhet (HMM),2033
698615,60-69 år,Høy fruktbarhet (HMM),2033
535602,70-79 år,Høy fruktbarhet (HMM),2033
396379,80 år eller eldre,Høy fruktbarhet (HMM),2033
638433,0-9 år,Høy fruktbarhet (HMM),2034
602631,10-19 år,Høy fruktbarhet (HMM),2034
1451659,20-39 år,Høy fruktbarhet (HMM),2034
1475220,40-59 år,Høy fruktbarhet (HMM),2034
703778,60-69 år,Høy fruktbarhet (HMM),2034
543268,70-79 år,Høy fruktbarhet (HMM),2034
409543,80 år eller eldre,Høy fruktbarhet (HMM),2034
642928,0-9 år,Høy fruktbarhet (HMM),2035
603137,10-19 år,Høy fruktbarhet (HMM),2035
1446293,20-39 år,Høy fruktbarhet (HMM),2035
1479480,40-59 år,Høy fruktbarhet (HMM),2035
706225,60-69 år,Høy fruktbarhet (HMM),2035
552948,70-79 år,Høy fruktbarhet (HMM),2035
422373,80 år eller eldre,Høy fruktbarhet (HMM),2035
647348,0-9 år,Høy fruktbarhet (HMM),2036
604645,10-19 år,Høy fruktbarhet (HMM),2036
1440178,20-39 år,Høy fruktbarhet (HMM),2036
1486753,40-59 år,Høy fruktbarhet (HMM),2036
704838,60-69 år,Høy fruktbarhet (HMM),2036
562787,70-79 år,Høy fruktbarhet (HMM),2036
435259,80 år eller eldre,Høy fruktbarhet (HMM),2036
651909,0-9 år,Høy fruktbarhet (HMM),2037
606757,10-19 år,Høy fruktbarhet (HMM),2037
1433404,20-39 år,Høy fruktbarhet (HMM),2037
1496361,40-59 år,Høy fruktbarhet (HMM),2037
700538,60-69 år,Høy fruktbarhet (HMM),2037
572435,70-79 år,Høy fruktbarhet (HMM),2037
448483,80 år eller eldre,Høy fruktbarhet (HMM),2037
656979,0-9 år,Høy fruktbarhet (HMM),2038
611812,10-19 år,Høy fruktbarhet (HMM),2038
1425537,20-39 år,Høy fruktbarhet (HMM),2038
1505967,40-59 år,Høy fruktbarhet (HMM),2038
694370,60-69 år,Høy fruktbarhet (HMM),2038
583022,70-79 år,Høy fruktbarhet (HMM),2038
460346,80 år eller eldre,Høy fruktbarhet (HMM),2038
661563,0-9 år,Høy fruktbarhet (HMM),2039
618824,10-19 år,Høy fruktbarhet (HMM),2039
1417513,20-39 år,Høy fruktbarhet (HMM),2039
1512429,40-59 år,Høy fruktbarhet (HMM),2039
688070,60-69 år,Høy fruktbarhet (HMM),2039
594297,70-79 år,Høy fruktbarhet (HMM),2039
472505,80 år eller eldre,Høy fruktbarhet (HMM),2039
665704,0-9 år,Høy fruktbarhet (HMM),2040
626627,10-19 år,Høy fruktbarhet (HMM),2040
1408413,20-39 år,Høy fruktbarhet (HMM),2040
1519026,40-59 år,Høy fruktbarhet (HMM),2040
681565,60-69 år,Høy fruktbarhet (HMM),2040
605745,70-79 år,Høy fruktbarhet (HMM),2040
484374,80 år eller eldre,Høy fruktbarhet (HMM),2040
669281,0-9 år,Høy fruktbarhet (HMM),2041
636203,10-19 år,Høy fruktbarhet (HMM),2041
1398002,20-39 år,Høy fruktbarhet (HMM),2041
1524458,40-59 år,Høy fruktbarhet (HMM),2041
677579,60-69 år,Høy fruktbarhet (HMM),2041
615705,70-79 år,Høy fruktbarhet (HMM),2041
495549,80 år eller eldre,Høy fruktbarhet (HMM),2041
672198,0-9 år,Høy fruktbarhet (HMM),2042
643006,10-19 år,Høy fruktbarhet (HMM),2042
1393308,20-39 år,Høy fruktbarhet (HMM),2042
1527998,40-59 år,Høy fruktbarhet (HMM),2042
672129,60-69 år,Høy fruktbarhet (HMM),2042
625848,70-79 år,Høy fruktbarhet (HMM),2042
506700,80 år eller eldre,Høy fruktbarhet (HMM),2042
674312,0-9 år,Høy fruktbarhet (HMM),2043
648781,10-19 år,Høy fruktbarhet (HMM),2043
1391338,20-39 år,Høy fruktbarhet (HMM),2043
1528840,40-59 år,Høy fruktbarhet (HMM),2043
668232,60-69 år,Høy fruktbarhet (HMM),2043
635069,70-79 år,Høy fruktbarhet (HMM),2043
518096,80 år eller eldre,Høy fruktbarhet (HMM),2043
675567,0-9 år,Høy fruktbarhet (HMM),2044
653852,10-19 år,Høy fruktbarhet (HMM),2044
1389506,20-39 år,Høy fruktbarhet (HMM),2044
1531009,40-59 år,Høy fruktbarhet (HMM),2044
666212,60-69 år,Høy fruktbarhet (HMM),2044
640743,70-79 år,Høy fruktbarhet (HMM),2044
530298,80 år eller eldre,Høy fruktbarhet (HMM),2044
675934,0-9 år,Høy fruktbarhet (HMM),2045
658279,10-19 år,Høy fruktbarhet (HMM),2045
1388257,20-39 år,Høy fruktbarhet (HMM),2045
1533159,40-59 år,Høy fruktbarhet (HMM),2045
664885,60-69 år,Høy fruktbarhet (HMM),2045
643963,70-79 år,Høy fruktbarhet (HMM),2045
544259,80 år eller eldre,Høy fruktbarhet (HMM),2045
675308,0-9 år,Høy fruktbarhet (HMM),2046
662620,10-19 år,Høy fruktbarhet (HMM),2046
1387637,20-39 år,Høy fruktbarhet (HMM),2046
1534175,40-59 år,Høy fruktbarhet (HMM),2046
667216,60-69 år,Høy fruktbarhet (HMM),2046
643607,70-79 år,Høy fruktbarhet (HMM),2046
558752,80 år eller eldre,Høy fruktbarhet (HMM),2046
673628,0-9 år,Høy fruktbarhet (HMM),2047
667075,10-19 år,Høy fruktbarhet (HMM),2047
1385889,20-39 år,Høy fruktbarhet (HMM),2047
1535409,40-59 år,Høy fruktbarhet (HMM),2047
672689,60-69 år,Høy fruktbarhet (HMM),2047
640529,70-79 år,Høy fruktbarhet (HMM),2047
573717,80 år eller eldre,Høy fruktbarhet (HMM),2047
670601,0-9 år,Høy fruktbarhet (HMM),2048
672009,10-19 år,Høy fruktbarhet (HMM),2048
1384852,20-39 år,Høy fruktbarhet (HMM),2048
1535559,40-59 år,Høy fruktbarhet (HMM),2048
680303,60-69 år,Høy fruktbarhet (HMM),2048
635671,70-79 år,Høy fruktbarhet (HMM),2048
588646,80 år eller eldre,Høy fruktbarhet (HMM),2048
667320,0-9 år,Høy fruktbarhet (HMM),2049
676474,10-19 år,Høy fruktbarhet (HMM),2049
1382574,20-39 år,Høy fruktbarhet (HMM),2049
1534293,40-59 år,Høy fruktbarhet (HMM),2049
689327,60-69 år,Høy fruktbarhet (HMM),2049
630787,70-79 år,Høy fruktbarhet (HMM),2049
604727,80 år eller eldre,Høy fruktbarhet (HMM),2049
663893,0-9 år,Høy fruktbarhet (HMM),2050
680516,10-19 år,Høy fruktbarhet (HMM),2050
1379801,20-39 år,Høy fruktbarhet (HMM),2050
1532830,40-59 år,Høy fruktbarhet (HMM),2050
698876,60-69 år,Høy fruktbarhet (HMM),2050
625746,70-79 år,Høy fruktbarhet (HMM),2050
620930,80 år eller eldre,Høy fruktbarhet (HMM),2050
660505,0-9 år,Høy fruktbarhet (HMM),2051
684016,10-19 år,Høy fruktbarhet (HMM),2051
1378331,20-39 år,Høy fruktbarhet (HMM),2051
1529022,40-59 år,Høy fruktbarhet (HMM),2051
708822,60-69 år,Høy fruktbarhet (HMM),2051
622976,70-79 år,Høy fruktbarhet (HMM),2051
635374,80 år eller eldre,Høy fruktbarhet (HMM),2051
657343,0-9 år,Høy fruktbarhet (HMM),2052
686880,10-19 år,Høy fruktbarhet (HMM),2052
1378797,20-39 år,Høy fruktbarhet (HMM),2052
1524216,40-59 år,Høy fruktbarhet (HMM),2052
718752,60-69 år,Høy fruktbarhet (HMM),2052
618943,70-79 år,Høy fruktbarhet (HMM),2052
650061,80 år eller eldre,Høy fruktbarhet (HMM),2052
654615,0-9 år,Høy fruktbarhet (HMM),2053
688973,10-19 år,Høy fruktbarhet (HMM),2053
1380182,20-39 år,Høy fruktbarhet (HMM),2053
1519692,40-59 år,Høy fruktbarhet (HMM),2053
726552,60-69 år,Høy fruktbarhet (HMM),2053
616362,70-79 år,Høy fruktbarhet (HMM),2053
664187,80 år eller eldre,Høy fruktbarhet (HMM),2053
652484,0-9 år,Høy fruktbarhet (HMM),2054
690227,10-19 år,Høy fruktbarhet (HMM),2054
1383669,20-39 år,Høy fruktbarhet (HMM),2054
1514351,40-59 år,Høy fruktbarhet (HMM),2054
733826,60-69 år,Høy fruktbarhet (HMM),2054
615430,70-79 år,Høy fruktbarhet (HMM),2054
675854,80 år eller eldre,Høy fruktbarhet (HMM),2054
651101,0-9 år,Høy fruktbarhet (HMM),2055
690617,10-19 år,Høy fruktbarhet (HMM),2055
1387850,20-39 år,Høy fruktbarhet (HMM),2055
1508894,40-59 år,Høy fruktbarhet (HMM),2055
740399,60-69 år,Høy fruktbarhet (HMM),2055
615185,70-79 år,Høy fruktbarhet (HMM),2055
686889,80 år eller eldre,Høy fruktbarhet (HMM),2055
650539,0-9 år,Høy fruktbarhet (HMM),2056
690030,10-19 år,Høy fruktbarhet (HMM),2056
1392884,20-39 år,Høy fruktbarhet (HMM),2056
1502779,40-59 år,Høy fruktbarhet (HMM),2056
746230,60-69 år,Høy fruktbarhet (HMM),2056
618292,70-79 år,Høy fruktbarhet (HMM),2056
695117,80 år eller eldre,Høy fruktbarhet (HMM),2056
650846,0-9 år,Høy fruktbarhet (HMM),2057
688417,10-19 år,Høy fruktbarhet (HMM),2057
1398612,20-39 år,Høy fruktbarhet (HMM),2057
1496045,40-59 år,Høy fruktbarhet (HMM),2057
751216,60-69 år,Høy fruktbarhet (HMM),2057
624314,70-79 år,Høy fruktbarhet (HMM),2057
701278,80 år eller eldre,Høy fruktbarhet (HMM),2057
652001,0-9 år,Høy fruktbarhet (HMM),2058
685476,10-19 år,Høy fruktbarhet (HMM),2058
1407564,20-39 år,Høy fruktbarhet (HMM),2058
1488292,40-59 år,Høy fruktbarhet (HMM),2058
754064,60-69 år,Høy fruktbarhet (HMM),2058
632354,70-79 år,Høy fruktbarhet (HMM),2058
705759,80 år eller eldre,Høy fruktbarhet (HMM),2058
653926,0-9 år,Høy fruktbarhet (HMM),2059
682283,10-19 år,Høy fruktbarhet (HMM),2059
1417855,20-39 år,Høy fruktbarhet (HMM),2059
1480471,40-59 år,Høy fruktbarhet (HMM),2059
752634,60-69 år,Høy fruktbarhet (HMM),2059
641834,70-79 år,Høy fruktbarhet (HMM),2059
711250,80 år eller eldre,Høy fruktbarhet (HMM),2059
656536,0-9 år,Høy fruktbarhet (HMM),2060
678955,10-19 år,Høy fruktbarhet (HMM),2060
1428441,20-39 år,Høy fruktbarhet (HMM),2060
1471617,40-59 år,Høy fruktbarhet (HMM),2060
750828,60-69 år,Høy fruktbarhet (HMM),2060
651853,70-79 år,Høy fruktbarhet (HMM),2060
716724,80 år eller eldre,Høy fruktbarhet (HMM),2060
659691,0-9 år,Høy fruktbarhet (HMM),2061
675656,10-19 år,Høy fruktbarhet (HMM),2061
1440125,20-39 år,Høy fruktbarhet (HMM),2061
1461560,40-59 år,Høy fruktbarhet (HMM),2061
747574,60-69 år,Høy fruktbarhet (HMM),2061
662315,70-79 år,Høy fruktbarhet (HMM),2061
722721,80 år eller eldre,Høy fruktbarhet (HMM),2061
663261,0-9 år,Høy fruktbarhet (HMM),2062
672575,10-19 år,Høy fruktbarhet (HMM),2062
1448583,20-39 år,Høy fruktbarhet (HMM),2062
1456885,40-59 år,Høy fruktbarhet (HMM),2062
742423,60-69 år,Høy fruktbarhet (HMM),2062
672721,70-79 år,Høy fruktbarhet (HMM),2062
727908,80 år eller eldre,Høy fruktbarhet (HMM),2062
667099,0-9 år,Høy fruktbarhet (HMM),2063
669918,10-19 år,Høy fruktbarhet (HMM),2063
1455335,20-39 år,Høy fruktbarhet (HMM),2063
1454775,40-59 år,Høy fruktbarhet (HMM),2063
736830,60-69 år,Høy fruktbarhet (HMM),2063
681113,70-79 år,Høy fruktbarhet (HMM),2063
734088,80 år eller eldre,Høy fruktbarhet (HMM),2063
671066,0-9 år,Høy fruktbarhet (HMM),2064
667851,10-19 år,Høy fruktbarhet (HMM),2064
1460640,20-39 år,Høy fruktbarhet (HMM),2064
1452795,40-59 år,Høy fruktbarhet (HMM),2064
732992,60-69 år,Høy fruktbarhet (HMM),2064
688964,70-79 år,Høy fruktbarhet (HMM),2064
739776,80 år eller eldre,Høy fruktbarhet (HMM),2064
675056,0-9 år,Høy fruktbarhet (HMM),2065
666517,10-19 år,Høy fruktbarhet (HMM),2065
1464555,20-39 år,Høy fruktbarhet (HMM),2065
1451372,40-59 år,Høy fruktbarhet (HMM),2065
729736,60-69 år,Høy fruktbarhet (HMM),2065
696132,70-79 år,Høy fruktbarhet (HMM),2065
745840,80 år eller eldre,Høy fruktbarhet (HMM),2065
678972,0-9 år,Høy fruktbarhet (HMM),2066
665998,10-19 år,Høy fruktbarhet (HMM),2066
1467477,20-39 år,Høy fruktbarhet (HMM),2066
1450580,40-59 år,Høy fruktbarhet (HMM),2066
726158,60-69 år,Høy fruktbarhet (HMM),2066
702562,70-79 år,Høy fruktbarhet (HMM),2066
752800,80 år eller eldre,Høy fruktbarhet (HMM),2066
682738,0-9 år,Høy fruktbarhet (HMM),2067
666338,10-19 år,Høy fruktbarhet (HMM),2067
1469543,20-39 år,Høy fruktbarhet (HMM),2067
1448737,40-59 år,Høy fruktbarhet (HMM),2067
723611,60-69 år,Høy fruktbarhet (HMM),2067
708184,70-79 år,Høy fruktbarhet (HMM),2067
760995,80 år eller eldre,Høy fruktbarhet (HMM),2067
686294,0-9 år,Høy fruktbarhet (HMM),2068
667514,10-19 år,Høy fruktbarhet (HMM),2068
1470827,20-39 år,Høy fruktbarhet (HMM),2068
1447614,40-59 år,Høy fruktbarhet (HMM),2068
722052,60-69 år,Høy fruktbarhet (HMM),2068
711724,70-79 år,Høy fruktbarhet (HMM),2068
770007,80 år eller eldre,Høy fruktbarhet (HMM),2068
689594,0-9 år,Høy fruktbarhet (HMM),2069
669460,10-19 år,Høy fruktbarhet (HMM),2069
1471475,20-39 år,Høy fruktbarhet (HMM),2069
1445317,40-59 år,Høy fruktbarhet (HMM),2069
723361,60-69 år,Høy fruktbarhet (HMM),2069
711211,70-79 år,Høy fruktbarhet (HMM),2069
781802,80 år eller eldre,Høy fruktbarhet (HMM),2069
692590,0-9 år,Høy fruktbarhet (HMM),2070
672086,10-19 år,Høy fruktbarhet (HMM),2070
1471644,20-39 år,Høy fruktbarhet (HMM),2070
1442559,40-59 år,Høy fruktbarhet (HMM),2070
724852,60-69 år,Høy fruktbarhet (HMM),2070
710342,70-79 år,Høy fruktbarhet (HMM),2070
794603,80 år eller eldre,Høy fruktbarhet (HMM),2070
695233,0-9 år,Høy fruktbarhet (HMM),2071
675263,10-19 år,Høy fruktbarhet (HMM),2071
1471388,20-39 år,Høy fruktbarhet (HMM),2071
1441079,40-59 år,Høy fruktbarhet (HMM),2071
725496,60-69 år,Høy fruktbarhet (HMM),2071
708106,70-79 år,Høy fruktbarhet (HMM),2071
808773,80 år eller eldre,Høy fruktbarhet (HMM),2071
697478,0-9 år,Høy fruktbarhet (HMM),2072
678851,10-19 år,Høy fruktbarhet (HMM),2072
1470807,20-39 år,Høy fruktbarhet (HMM),2072
1441456,40-59 år,Høy fruktbarhet (HMM),2072
726971,60-69 år,Høy fruktbarhet (HMM),2072
704011,70-79 år,Høy fruktbarhet (HMM),2072
822561,80 år eller eldre,Høy fruktbarhet (HMM),2072
699307,0-9 år,Høy fruktbarhet (HMM),2073
682709,10-19 år,Høy fruktbarhet (HMM),2073
1469976,20-39 år,Høy fruktbarhet (HMM),2073
1442711,40-59 år,Høy fruktbarhet (HMM),2073
729106,60-69 år,Høy fruktbarhet (HMM),2073
699460,70-79 år,Høy fruktbarhet (HMM),2073
835707,80 år eller eldre,Høy fruktbarhet (HMM),2073
700675,0-9 år,Høy fruktbarhet (HMM),2074
686707,10-19 år,Høy fruktbarhet (HMM),2074
1468985,20-39 år,Høy fruktbarhet (HMM),2074
1446008,40-59 år,Høy fruktbarhet (HMM),2074
728702,60-69 år,Høy fruktbarhet (HMM),2074
696554,70-79 år,Høy fruktbarhet (HMM),2074
848108,80 år eller eldre,Høy fruktbarhet (HMM),2074
701579,0-9 år,Høy fruktbarhet (HMM),2075
690727,10-19 år,Høy fruktbarhet (HMM),2075
1467940,20-39 år,Høy fruktbarhet (HMM),2075
1450010,40-59 år,Høy fruktbarhet (HMM),2075
727590,60-69 år,Høy fruktbarhet (HMM),2075
694189,70-79 år,Høy fruktbarhet (HMM),2075
860291,80 år eller eldre,Høy fruktbarhet (HMM),2075
702024,0-9 år,Høy fruktbarhet (HMM),2076
694678,10-19 år,Høy fruktbarhet (HMM),2076
1466818,20-39 år,Høy fruktbarhet (HMM),2076
1454871,40-59 år,Høy fruktbarhet (HMM),2076
726184,60-69 år,Høy fruktbarhet (HMM),2076
691497,70-79 år,Høy fruktbarhet (HMM),2076
872543,80 år eller eldre,Høy fruktbarhet (HMM),2076
702034,0-9 år,Høy fruktbarhet (HMM),2077
698487,10-19 år,Høy fruktbarhet (HMM),2077
1465611,20-39 år,Høy fruktbarhet (HMM),2077
1460424,40-59 år,Høy fruktbarhet (HMM),2077
723204,60-69 år,Høy fruktbarhet (HMM),2077
689795,70-79 år,Høy fruktbarhet (HMM),2077
884978,80 år eller eldre,Høy fruktbarhet (HMM),2077
701648,0-9 år,Høy fruktbarhet (HMM),2078
702095,10-19 år,Høy fruktbarhet (HMM),2078
1464011,20-39 år,Høy fruktbarhet (HMM),2078
1469122,40-59 år,Høy fruktbarhet (HMM),2078
718229,60-69 år,Høy fruktbarhet (HMM),2078
689011,70-79 år,Høy fruktbarhet (HMM),2078
895877,80 år eller eldre,Høy fruktbarhet (HMM),2078
700930,0-9 år,Høy fruktbarhet (HMM),2079
705446,10-19 år,Høy fruktbarhet (HMM),2079
1462949,20-39 år,Høy fruktbarhet (HMM),2079
1479168,40-59 år,Høy fruktbarhet (HMM),2079
710357,60-69 år,Høy fruktbarhet (HMM),2079
690962,70-79 år,Høy fruktbarhet (HMM),2079
905127,80 år eller eldre,Høy fruktbarhet (HMM),2079
699957,0-9 år,Høy fruktbarhet (HMM),2080
708494,10-19 år,Høy fruktbarhet (HMM),2080
1462422,20-39 år,Høy fruktbarhet (HMM),2080
1489558,40-59 år,Høy fruktbarhet (HMM),2080
701320,60-69 år,Høy fruktbarhet (HMM),2080
693106,70-79 år,Høy fruktbarhet (HMM),2080
914466,80 år eller eldre,Høy fruktbarhet (HMM),2080
698820,0-9 år,Høy fruktbarhet (HMM),2081
711194,10-19 år,Høy fruktbarhet (HMM),2081
1462475,20-39 år,Høy fruktbarhet (HMM),2081
1501066,40-59 år,Høy fruktbarhet (HMM),2081
691936,60-69 år,Høy fruktbarhet (HMM),2081
694420,70-79 år,Høy fruktbarhet (HMM),2081
923250,80 år eller eldre,Høy fruktbarhet (HMM),2081
697632,0-9 år,Høy fruktbarhet (HMM),2082
713505,10-19 år,Høy fruktbarhet (HMM),2082
1463144,20-39 år,Høy fruktbarhet (HMM),2082
1509483,40-59 år,Høy fruktbarhet (HMM),2082
686864,60-69 år,Høy fruktbarhet (HMM),2082
696486,70-79 år,Høy fruktbarhet (HMM),2082
929361,80 år eller eldre,Høy fruktbarhet (HMM),2082
696487,0-9 år,Høy fruktbarhet (HMM),2083
715390,10-19 år,Høy fruktbarhet (HMM),2083
1464473,20-39 år,Høy fruktbarhet (HMM),2083
1516264,40-59 år,Høy fruktbarhet (HMM),2083
683600,60-69 år,Høy fruktbarhet (HMM),2083
699150,70-79 år,Høy fruktbarhet (HMM),2083
933922,80 år eller eldre,Høy fruktbarhet (HMM),2083
695482,0-9 år,Høy fruktbarhet (HMM),2084
716822,10-19 år,Høy fruktbarhet (HMM),2084
1466497,20-39 år,Høy fruktbarhet (HMM),2084
1521674,40-59 år,Høy fruktbarhet (HMM),2084
682957,60-69 år,Høy fruktbarhet (HMM),2084
699352,70-79 år,Høy fruktbarhet (HMM),2084
938900,80 år eller eldre,Høy fruktbarhet (HMM),2084
694709,0-9 år,Høy fruktbarhet (HMM),2085
717790,10-19 år,Høy fruktbarhet (HMM),2085
1469228,20-39 år,Høy fruktbarhet (HMM),2085
1525755,40-59 år,Høy fruktbarhet (HMM),2085
683543,60-69 år,Høy fruktbarhet (HMM),2085
698865,70-79 år,Høy fruktbarhet (HMM),2085
943844,80 år eller eldre,Høy fruktbarhet (HMM),2085
